"icao24","firstseen_datetime","origin","lastseen_datetime","destination","callsign","duration_hours","departure_distance_km","arrival_distance_km","flight_date"
"80163c","2026-02-17 01:56:42.000 Asia/Muscat","OMSJ","2026-02-17 05:12:59.000 Asia/Muscat","VILK","IGO1424 ","3.3","1.300000","6.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"39966b","2026-02-17 01:57:34.000 Asia/Muscat","","2026-02-17 10:19:59.000 Asia/Muscat","OMDW","FGO087  ","8.4","","4.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"600bbe","2026-02-17 01:57:36.000 Asia/Muscat","","2026-02-17 03:06:40.000 Asia/Muscat","OMDW","AZG1425 ","1.2","","6.300000","2026-02-16 04:00:00.000 Asia/Muscat"
"394a0c","2026-02-17 01:57:44.000 Asia/Muscat","OMDB","2026-02-17 09:36:27.000 Asia/Muscat","LFPG","AFR655  ","7.6","2.700000","5.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"896605","2026-02-17 02:00:06.000 Asia/Muscat","OMDB","2026-02-17 05:00:13.000 Asia/Muscat","","FDB2JQ  ","3.0","2.700000","","2026-02-17 04:00:00.000 Asia/Muscat"
"c0103e","2026-02-17 02:01:18.000 Asia/Muscat","OMDB","2026-02-17 16:10:28.000 Asia/Muscat","CYYZ","ACA57   ","14.2","3.100000","1.300000","2026-02-17 04:00:00.000 Asia/Muscat"
"461f50","2026-02-17 02:03:11.000 Asia/Muscat","OMDB","2026-02-17 09:26:12.000 Asia/Muscat","EFHK","FIN1964 ","7.4","2.000000","0.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"896532","2026-02-17 02:05:11.000 Asia/Muscat","","2026-02-17 02:26:48.000 Asia/Muscat","OMDB","FDB1570 ","0.4","","6.400000","2026-02-16 04:00:00.000 Asia/Muscat"
"4cae18","2026-02-17 02:05:18.000 Asia/Muscat","OMDB","2026-02-17 08:04:45.000 Asia/Muscat","LIRF","ITY857  ","6.0","2.500000","2.900000","2026-02-17 04:00:00.000 Asia/Muscat"
"151da6","2026-02-17 02:06:54.000 Asia/Muscat","","2026-02-17 17:50:48.000 Asia/Muscat","OMDB","AFL526  ","15.7","","4.600000","2026-02-17 04:00:00.000 Asia/Muscat"
"781362","2026-02-17 02:08:54.000 Asia/Muscat","OMDB","2026-02-17 23:49:15.000 Asia/Muscat","OMDB","CSN383  ","21.7","2.700000","5.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"407979","2026-02-17 02:08:56.000 Asia/Muscat","EGLL","2026-02-17 09:11:46.000 Asia/Muscat","OMDB","BAW109  ","7.0","1.400000","1.900000","2026-02-17 04:00:00.000 Asia/Muscat"
"8965ce","2026-02-17 02:10:26.000 Asia/Muscat","","2026-02-17 05:19:27.000 Asia/Muscat","OMDB","FDB436  ","3.2","","4.600000","2026-02-17 04:00:00.000 Asia/Muscat"
"896517","2026-02-17 02:10:57.000 Asia/Muscat","OMDB","2026-02-17 08:02:13.000 Asia/Muscat","LKPR","FDB1773 ","5.9","2.800000","1.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"8965b6","2026-02-17 02:12:41.000 Asia/Muscat","OMDB","2026-02-17 05:46:48.000 Asia/Muscat","","FDB1463 ","3.6","2.800000","","2026-02-17 04:00:00.000 Asia/Muscat"
"040105","2026-02-17 02:12:47.000 Asia/Muscat","","2026-02-17 02:44:39.000 Asia/Muscat","OMDB","ETH600  ","0.5","","6.800000","2026-02-16 04:00:00.000 Asia/Muscat"
"89663e","2026-02-17 02:13:04.000 Asia/Muscat","","2026-02-17 03:12:17.000 Asia/Muscat","OMDB","DUB7    ","1.0","","6.700000","2026-02-16 04:00:00.000 Asia/Muscat"
"896514","2026-02-17 02:14:45.000 Asia/Muscat","LLBG","2026-02-17 05:08:19.000 Asia/Muscat","OMDB","FDB1808 ","2.9","1.900000","4.600000","2026-02-17 04:00:00.000 Asia/Muscat"
"394a17","2026-02-17 02:15:42.000 Asia/Muscat","LFPG","2026-02-17 09:22:27.000 Asia/Muscat","OMDB","AFR658  ","7.1","2.000000","3.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"89667c","2026-02-17 02:16:11.000 Asia/Muscat","OMDB","2026-02-17 14:15:29.000 Asia/Muscat","YPAD","UAE440  ","12.0","2.700000","0.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"8965b2","2026-02-17 02:17:07.000 Asia/Muscat","","2026-02-17 02:47:07.000 Asia/Muscat","OMDB","FDB5YA  ","0.5","","5.800000","2026-02-16 04:00:00.000 Asia/Muscat"
"40808c","2026-02-17 02:18:24.000 Asia/Muscat","EGLL","2026-02-17 08:26:29.000 Asia/Muscat","OMDB","VIR400M ","6.1","1.000000","2.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"896313","2026-02-17 02:19:13.000 Asia/Muscat","OMDB","2026-02-17 05:57:27.000 Asia/Muscat","VECC","UAE2V   ","3.6","2.600000","2.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"40826a","2026-02-17 02:21:11.000 Asia/Muscat","OMDB","2026-02-17 05:34:45.000 Asia/Muscat","","SEJ024  ","3.2","2.400000","","2026-02-17 04:00:00.000 Asia/Muscat"
"8960ec","2026-02-17 02:21:20.000 Asia/Muscat","UUDD","2026-02-17 07:02:19.000 Asia/Muscat","OMDB","UAE16M  ","4.7","3.900000","1.900000","2026-02-17 04:00:00.000 Asia/Muscat"
"89407c","2026-02-17 02:21:33.000 Asia/Muscat","OBBI","2026-02-17 03:10:02.000 Asia/Muscat","OMDB","GFA500  ","0.8","9.000000","7.200000","2026-02-16 04:00:00.000 Asia/Muscat"
"4b1882","2026-02-17 02:22:48.000 Asia/Muscat","OMDB","2026-02-17 09:07:44.000 Asia/Muscat","LSZH","SWR243  ","6.7","2.600000","0.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"8963e4","2026-02-17 02:23:10.000 Asia/Muscat","EGLL","2026-02-17 08:28:42.000 Asia/Muscat","OMDB","UAE6    ","6.1","1.300000","2.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"4d2164","2026-02-17 02:23:18.000 Asia/Muscat","","2026-02-17 02:43:47.000 Asia/Muscat","OMDW","FLW5457 ","0.3","","6.700000","2026-02-16 04:00:00.000 Asia/Muscat"
"89668a","2026-02-17 02:23:24.000 Asia/Muscat","LIME","2026-02-17 08:11:15.000 Asia/Muscat","OMDB","FDB4XY  ","5.8","2.800000","2.500000","2026-02-17 04:00:00.000 Asia/Muscat"
"89630d","2026-02-17 02:23:59.000 Asia/Muscat","OMDB","2026-02-17 09:56:29.000 Asia/Muscat","EIDW","UAE165  ","7.5","3.000000","1.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"7609e5","2026-02-17 02:24:30.000 Asia/Muscat","","2026-02-17 02:50:33.000 Asia/Muscat","OMDB","ABQ210  ","0.4","","5.700000","2026-02-16 04:00:00.000 Asia/Muscat"
"89647d","2026-02-17 02:25:26.000 Asia/Muscat","OMDB","2026-02-17 15:25:51.000 Asia/Muscat","YSSY","UAE414  ","13.0","2.700000","0.900000","2026-02-17 04:00:00.000 Asia/Muscat"
"8966af","2026-02-17 02:25:34.000 Asia/Muscat","OMSJ","2026-02-17 06:24:19.000 Asia/Muscat","VGZR","ABY512  ","4.0","1.800000","1.200000","2026-02-17 04:00:00.000 Asia/Muscat"
"89642e","2026-02-17 02:26:48.000 Asia/Muscat","","2026-02-17 06:17:52.000 Asia/Muscat","OMSJ","ABY945  ","3.9","","1.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"8964d9","2026-02-17 02:26:55.000 Asia/Muscat","VOCI","2026-02-17 06:08:26.000 Asia/Muscat","OMSJ","ABY423  ","3.7","2.200000","1.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"702087","2026-02-17 02:28:41.000 Asia/Muscat","OMDB","2026-02-17 06:22:55.000 Asia/Muscat","","BBC148  ","3.9","2.700000","","2026-02-17 04:00:00.000 Asia/Muscat"
"04016b","2026-02-17 02:30:01.000 Asia/Muscat","","2026-02-17 03:07:44.000 Asia/Muscat","OMSJ","ETH622  ","0.6","","3.200000","2026-02-16 04:00:00.000 Asia/Muscat"
"05a0a6","2026-02-17 02:30:06.000 Asia/Muscat","","2026-02-17 02:53:18.000 Asia/Muscat","OMDW","BYD090  ","0.4","","9.300000","2026-02-16 04:00:00.000 Asia/Muscat"
"89665d","2026-02-17 02:30:14.000 Asia/Muscat","VIDP","2026-02-17 05:40:44.000 Asia/Muscat","OMSJ","ABY464  ","3.2","2.600000","2.300000","2026-02-17 04:00:00.000 Asia/Muscat"
"896569","2026-02-17 02:30:33.000 Asia/Muscat","OMDB","2026-02-17 02:50:58.000 Asia/Muscat","","FDB1025 ","0.3","3.000000","","2026-02-16 04:00:00.000 Asia/Muscat"
"406a05","2026-02-17 02:33:12.000 Asia/Muscat","OMDB","2026-02-17 10:50:07.000 Asia/Muscat","EGLL","BAW106  ","8.3","3.100000","2.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"896335","2026-02-17 02:35:54.000 Asia/Muscat","OMDB","2026-02-17 05:59:29.000 Asia/Muscat","","FDB579  ","3.4","2.900000","","2026-02-17 04:00:00.000 Asia/Muscat"
"4d2322","2026-02-17 02:37:10.000 Asia/Muscat","OMDW","2026-02-17 16:40:07.000 Asia/Muscat","KIAD","VJT716  ","14.0","1.500000","2.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"896626","2026-02-17 02:37:33.000 Asia/Muscat","OMDB","2026-02-17 03:17:47.000 Asia/Muscat","OBBI","UAE6T   ","0.7","2.500000","27.300000","2026-02-16 04:00:00.000 Asia/Muscat"
"801616","2026-02-17 02:37:34.000 Asia/Muscat","OMRK","2026-02-17 05:14:25.000 Asia/Muscat","","IGO1496 ","2.6","2.200000","","2026-02-17 04:00:00.000 Asia/Muscat"
"717c96","2026-02-17 02:39:20.000 Asia/Muscat","OMDB","2026-02-17 03:29:54.000 Asia/Muscat","","KNE1508 ","0.8","1.500000","","2026-02-16 04:00:00.000 Asia/Muscat"
"896614","2026-02-17 02:40:09.000 Asia/Muscat","VHHH","2026-02-17 10:34:28.000 Asia/Muscat","OMDW","UAE9821 ","7.9","1.200000","6.200000","2026-02-17 04:00:00.000 Asia/Muscat"
"717c87","2026-02-17 02:40:16.000 Asia/Muscat","OMDB","2026-02-17 03:34:59.000 Asia/Muscat","","SVA585  ","0.9","1.400000","","2026-02-16 04:00:00.000 Asia/Muscat"
"4ba9da","2026-02-17 02:41:59.000 Asia/Muscat","LTFM","2026-02-17 06:36:29.000 Asia/Muscat","OMDB","THY4CH  ","3.9","10.700000","8.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"8940bf","2026-02-17 02:42:35.000 Asia/Muscat","OBBI","2026-02-17 03:38:43.000 Asia/Muscat","OMDB","DHX265  ","0.9","10.000000","5.300000","2026-02-16 04:00:00.000 Asia/Muscat"
"800b63","2026-02-17 02:42:43.000 Asia/Muscat","OMDB","2026-02-17 05:05:49.000 Asia/Muscat","","AXB240  ","2.4","2.700000","","2026-02-17 04:00:00.000 Asia/Muscat"
"896453","2026-02-17 02:43:50.000 Asia/Muscat","OMDB","2026-02-17 18:32:09.000 Asia/Muscat","KMIA","UAE213  ","15.8","2.900000","4.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"896110","2026-02-17 02:44:03.000 Asia/Muscat","","2026-02-17 03:46:38.000 Asia/Muscat","OMDB","UAE784  ","1.0","","5.800000","2026-02-16 04:00:00.000 Asia/Muscat"
"89631c","2026-02-17 02:44:55.000 Asia/Muscat","OMDB","2026-02-17 03:30:20.000 Asia/Muscat","OEDR","UAE823  ","0.8","2.300000","15.300000","2026-02-16 04:00:00.000 Asia/Muscat"
"778823","2026-02-17 02:46:32.000 Asia/Muscat","","2026-02-17 03:33:47.000 Asia/Muscat","OMSJ","FYC761  ","0.8","","11.800000","2026-02-16 04:00:00.000 Asia/Muscat"
"a2b8b8","2026-02-17 02:46:35.000 Asia/Muscat","OMDB","2026-02-17 16:57:20.000 Asia/Muscat","KEWR","UAL163  ","14.2","3.400000","1.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"89644c","2026-02-17 02:48:35.000 Asia/Muscat","EGLL","2026-02-17 09:00:51.000 Asia/Muscat","OMDB","UAE42   ","6.2","1.100000","2.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"89611e","2026-02-17 02:49:04.000 Asia/Muscat","OMDB","2026-02-17 10:02:06.000 Asia/Muscat","","UAE348  ","7.2","2.900000","","2026-02-17 04:00:00.000 Asia/Muscat"
"0a00cd","2026-02-17 02:49:56.000 Asia/Muscat","","2026-02-17 08:09:20.000 Asia/Muscat","OMDB","DAH4062 ","5.3","","2.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"8965b5","2026-02-17 02:51:03.000 Asia/Muscat","OMDB","2026-02-17 07:52:07.000 Asia/Muscat","HTZA","FDB1259 ","5.0","3.200000","21.500000","2026-02-17 04:00:00.000 Asia/Muscat"
"896455","2026-02-17 02:51:07.000 Asia/Muscat","","2026-02-17 03:14:17.000 Asia/Muscat","OMDB","UAE325  ","0.4","","6.700000","2026-02-16 04:00:00.000 Asia/Muscat"
"896608","2026-02-17 02:51:27.000 Asia/Muscat","","2026-02-17 03:54:51.000 Asia/Muscat","OMDB","FDB646  ","1.1","","4.200000","2026-02-16 04:00:00.000 Asia/Muscat"
"896215","2026-02-17 02:52:34.000 Asia/Muscat","OMDB","2026-02-17 06:59:20.000 Asia/Muscat","VGZR","UAE9U   ","4.1","2.300000","0.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"896315","2026-02-17 02:53:52.000 Asia/Muscat","OMDB","2026-02-17 03:14:13.000 Asia/Muscat","","UAE656  ","0.3","3.200000","","2026-02-16 04:00:00.000 Asia/Muscat"
"06a107","2026-02-17 02:54:16.000 Asia/Muscat","OTHH","2026-02-17 03:42:29.000 Asia/Muscat","OMDB","QTR4W   ","0.8","1.100000","5.700000","2026-02-16 04:00:00.000 Asia/Muscat"
"3c7877","2026-02-17 02:54:47.000 Asia/Muscat","EDDB","2026-02-17 09:40:40.000 Asia/Muscat","OMDB","CFG500  ","6.8","4.200000","2.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"896187","2026-02-17 02:55:15.000 Asia/Muscat","OMDB","2026-02-17 16:52:19.000 Asia/Muscat","KIAD","UAE3MX  ","14.0","3.100000","1.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"896727","2026-02-17 02:56:18.000 Asia/Muscat","","2026-02-17 07:13:10.000 Asia/Muscat","OMSJ","ABY806  ","4.3","","0.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"896497","2026-02-17 02:57:21.000 Asia/Muscat","OMSJ","2026-02-17 03:25:35.000 Asia/Muscat","","ABY093  ","0.5","1.900000","","2026-02-16 04:00:00.000 Asia/Muscat"
"7805aa","2026-02-17 02:58:59.000 Asia/Muscat","OMDW","2026-02-17 21:17:55.000 Asia/Muscat","PANC","CSG2545 ","18.3","1.400000","0.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"8966eb","2026-02-17 02:59:09.000 Asia/Muscat","","2026-02-17 06:37:26.000 Asia/Muscat","OMAA","ETD341  ","3.6","","3.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"ab92ed","2026-02-17 03:01:19.000 Asia/Muscat","","2026-02-17 11:00:44.000 Asia/Muscat","OMDW","FDX5030 ","8.0","","5.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"8963da","2026-02-17 03:02:34.000 Asia/Muscat","OMDB","2026-02-17 06:07:43.000 Asia/Muscat","","UAE5K   ","3.1","3.000000","","2026-02-17 04:00:00.000 Asia/Muscat"
"89611f","2026-02-17 03:02:42.000 Asia/Muscat","","2026-02-17 10:51:35.000 Asia/Muscat","OMDB","UAE309  ","7.8","","2.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"89661e","2026-02-17 03:03:58.000 Asia/Muscat","OMDB","2026-02-17 03:26:52.000 Asia/Muscat","","UAE77Q  ","0.4","2.000000","","2026-02-16 04:00:00.000 Asia/Muscat"
"8963d6","2026-02-17 03:05:03.000 Asia/Muscat","","2026-02-17 06:29:59.000 Asia/Muscat","OMDB","UAE543  ","3.4","","6.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"89667d","2026-02-17 03:05:13.000 Asia/Muscat","OMDB","2026-02-17 16:15:57.000 Asia/Muscat","CYUL","UAE88F  ","13.2","2.500000","4.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"8965d0","2026-02-17 03:05:13.000 Asia/Muscat","","2026-02-17 04:00:40.000 Asia/Muscat","OMDB","FDB59J  ","0.9","","4.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"7609b0","2026-02-17 03:05:48.000 Asia/Muscat","OMSJ","2026-02-17 09:33:22.000 Asia/Muscat","OPLA","ABQ413  ","6.5","1.900000","28.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"89620f","2026-02-17 03:06:25.000 Asia/Muscat","OMDB","2026-02-17 03:21:29.000 Asia/Muscat","","UAE5QL  ","0.3","2.700000","","2026-02-16 04:00:00.000 Asia/Muscat"
"040262","2026-02-17 03:07:02.000 Asia/Muscat","","2026-02-17 03:40:25.000 Asia/Muscat","OMDB","ETH612  ","0.6","","6.400000","2026-02-16 04:00:00.000 Asia/Muscat"
"440a8d","2026-02-17 03:08:04.000 Asia/Muscat","VHHH","2026-02-17 11:12:28.000 Asia/Muscat","OMDW","TAY400  ","8.1","2.000000","5.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"706074","2026-02-17 03:08:39.000 Asia/Muscat","OMDB","2026-02-17 14:30:25.000 Asia/Muscat","EDDM","KAC173  ","11.4","2.100000","3.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"89621a","2026-02-17 03:09:38.000 Asia/Muscat","VOCI","2026-02-17 06:34:59.000 Asia/Muscat","OMDB","UAE9Q   ","3.4","4.700000","7.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"89611a","2026-02-17 03:10:06.000 Asia/Muscat","OMDB","2026-02-17 16:25:50.000 Asia/Muscat","YBBN","UAE4E   ","13.3","3.000000","1.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"89639e","2026-02-17 03:11:27.000 Asia/Muscat","OMDB","2026-02-17 16:49:54.000 Asia/Muscat","KJFK","UAE8ER  ","13.6","2.900000","1.900000","2026-02-17 04:00:00.000 Asia/Muscat"
"04008b","2026-02-17 03:11:33.000 Asia/Muscat","OMSJ","2026-02-17 03:28:59.000 Asia/Muscat","","ETH3633 ","0.3","2.000000","","2026-02-16 04:00:00.000 Asia/Muscat"
"89617c","2026-02-17 03:12:16.000 Asia/Muscat","VIDP","2026-02-17 06:20:54.000 Asia/Muscat","OMDB","UAE21W  ","3.1","2.600000","4.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"8960f6","2026-02-17 03:12:59.000 Asia/Muscat","OMDB","2026-02-17 03:29:23.000 Asia/Muscat","","UAE89J  ","0.3","3.200000","","2026-02-16 04:00:00.000 Asia/Muscat"
"800b9b","2026-02-17 03:13:11.000 Asia/Muscat","","2026-02-17 03:44:43.000 Asia/Muscat","OMDB","AXB345  ","0.5","","5.800000","2026-02-16 04:00:00.000 Asia/Muscat"
"8963f7","2026-02-17 03:13:50.000 Asia/Muscat","","2026-02-17 06:12:36.000 Asia/Muscat","OMDB","UAE926  ","3.0","","5.200000","2026-02-17 04:00:00.000 Asia/Muscat"
"8963ee","2026-02-17 03:14:09.000 Asia/Muscat","OMDB","2026-02-17 10:28:42.000 Asia/Muscat","EGCC","UAE1KM  ","7.2","2.800000","0.200000","2026-02-17 04:00:00.000 Asia/Muscat"
"896305","2026-02-17 03:16:33.000 Asia/Muscat","OMDB","2026-02-17 10:19:11.000 Asia/Muscat","EGKK","UAE9W   ","7.0","2.800000","0.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"010146","2026-02-17 03:18:04.000 Asia/Muscat","OMSJ","2026-02-17 06:31:36.000 Asia/Muscat","HE13","MSR967  ","3.2","1.900000","14.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"896108","2026-02-17 03:18:07.000 Asia/Muscat","OMDB","2026-02-17 06:27:58.000 Asia/Muscat","VOCI","UAE530  ","3.2","2.900000","4.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"06a153","2026-02-17 03:18:24.000 Asia/Muscat","OTHH","2026-02-17 04:05:52.000 Asia/Muscat","OMSJ","QTR1060 ","0.8","1.200000","2.600000","2026-02-17 04:00:00.000 Asia/Muscat"
"aa3086","2026-02-17 03:18:39.000 Asia/Muscat","VHHH","2026-02-17 11:15:53.000 Asia/Muscat","OMDW","NCR563  ","8.0","1.400000","3.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"4ba9eb","2026-02-17 03:19:25.000 Asia/Muscat","OMDB","2026-02-17 07:32:53.000 Asia/Muscat","","THY38X  ","4.2","2.600000","","2026-02-17 04:00:00.000 Asia/Muscat"
"896118","2026-02-17 03:19:53.000 Asia/Muscat","","2026-02-17 03:48:34.000 Asia/Muscat","OMDB","UAE2Y   ","0.5","","6.000000","2026-02-16 04:00:00.000 Asia/Muscat"
"70aa6f","2026-02-17 03:21:18.000 Asia/Muscat","OMDB","2026-02-17 07:06:41.000 Asia/Muscat","VNKT","HIM766  ","3.8","1.900000","1.900000","2026-02-17 04:00:00.000 Asia/Muscat"
"8003f2","2026-02-17 03:21:33.000 Asia/Muscat","OMSJ","2026-02-17 06:28:09.000 Asia/Muscat","","AXB352  ","3.1","2.200000","","2026-02-17 04:00:00.000 Asia/Muscat"
"89639d","2026-02-17 03:22:03.000 Asia/Muscat","VOBL","2026-02-17 06:44:58.000 Asia/Muscat","OMDB","UAE569  ","3.4","3.700000","7.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"896516","2026-02-17 03:22:37.000 Asia/Muscat","OMDB","2026-02-17 04:11:19.000 Asia/Muscat","","FDB849  ","0.8","2.700000","","2026-02-17 04:00:00.000 Asia/Muscat"
"896609","2026-02-17 03:22:47.000 Asia/Muscat","","2026-02-17 04:26:49.000 Asia/Muscat","OMDB","FDB872  ","1.1","","5.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"896304","2026-02-17 03:23:48.000 Asia/Muscat","","2026-02-17 06:17:47.000 Asia/Muscat","OMDB","UAE525  ","2.9","","4.300000","2026-02-17 04:00:00.000 Asia/Muscat"
"896452","2026-02-17 03:23:57.000 Asia/Muscat","OMDB","2026-02-17 19:26:46.000 Asia/Muscat","KDFW","UAE221  ","16.0","3.300000","2.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"89656c","2026-02-17 03:24:13.000 Asia/Muscat","","2026-02-17 07:10:56.000 Asia/Muscat","OMDB","FDB756  ","3.8","","2.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"70c10b","2026-02-17 03:25:05.000 Asia/Muscat","","2026-02-17 09:32:22.000 Asia/Muscat","OMSJ","OMS706  ","6.1","","0.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"717cce","2026-02-17 03:25:43.000 Asia/Muscat","OMDB","2026-02-17 04:16:56.000 Asia/Muscat","","KNE506  ","0.9","2.100000","","2026-02-17 04:00:00.000 Asia/Muscat"
"4d010d","2026-02-17 03:26:04.000 Asia/Muscat","OMDW","2026-02-17 09:45:52.000 Asia/Muscat","","ICV9261 ","6.3","1.100000","","2026-02-17 04:00:00.000 Asia/Muscat"
"89620e","2026-02-17 03:27:58.000 Asia/Muscat","OMDB","2026-02-17 06:23:13.000 Asia/Muscat","","UAE544  ","2.9","3.000000","","2026-02-17 04:00:00.000 Asia/Muscat"
"89648e","2026-02-17 03:28:45.000 Asia/Muscat","","2026-02-17 06:27:20.000 Asia/Muscat","OMDB","FDB1ZA  ","3.0","","5.200000","2026-02-17 04:00:00.000 Asia/Muscat"
"89630e","2026-02-17 03:29:09.000 Asia/Muscat","OMDB","2026-02-17 07:09:36.000 Asia/Muscat","","UAE378  ","3.7","2.800000","","2026-02-17 04:00:00.000 Asia/Muscat"
"504e36","2026-02-17 03:30:24.000 Asia/Muscat","OMDW","2026-02-17 09:44:28.000 Asia/Muscat","","UAE9282 ","6.2","1.700000","","2026-02-17 04:00:00.000 Asia/Muscat"
"8963ec","2026-02-17 03:31:07.000 Asia/Muscat","OMDB","2026-02-17 09:07:28.000 Asia/Muscat","VTBS","UAE384  ","5.6","3.400000","4.400000","2026-02-17 04:00:00.000 Asia/Muscat"
"8963eb","2026-02-17 03:32:24.000 Asia/Muscat","OMDB","2026-02-17 14:03:54.000 Asia/Muscat","YPPH","UAE7MY  ","10.5","3.300000","0.500000","2026-02-17 04:00:00.000 Asia/Muscat"
"896472","2026-02-17 03:33:44.000 Asia/Muscat","OMDB","2026-02-17 12:01:55.000 Asia/Muscat","RJAA","UAE318  ","8.5","3.300000","3.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"896474","2026-02-17 03:34:48.000 Asia/Muscat","VAJJ","2026-02-17 06:11:07.000 Asia/Muscat","OMDB","UAE501  ","2.6","4.000000","5.000000","2026-02-17 04:00:00.000 Asia/Muscat"
"8963e8","2026-02-17 03:35:37.000 Asia/Muscat","OMDB","2026-02-17 07:41:17.000 Asia/Muscat","","UAE302  ","4.1","3.400000","","2026-02-17 04:00:00.000 Asia/Muscat"
"896664","2026-02-17 03:35:47.000 Asia/Muscat","","2026-02-17 04:34:58.000 Asia/Muscat","OMDB","FDB828  ","1.0","","5.300000","2026-02-17 04:00:00.000 Asia/Muscat"
"8960f7","2026-02-17 03:36:51.000 Asia/Muscat","OMDB","2026-02-17 10:40:19.000 Asia/Muscat","","UAE354  ","7.1","3.400000","","2026-02-17 04:00:00.000 Asia/Muscat"
"89655a","2026-02-17 03:38:05.000 Asia/Muscat","OMDB","2026-02-17 11:33:25.000 Asia/Muscat","RJBB","UAE316  ","7.9","3.200000","1.600000","2026-02-17 04:00:00.000 Asia/Muscat"
"710070","2026-02-17 03:38:23.000 Asia/Muscat","","2026-02-17 04:39:52.000 Asia/Muscat","OMDB","SVA590  ","1.0","","4.800000","2026-02-17 04:00:00.000 Asia/Muscat"
"717cfc","2026-02-17 03:40:48.000 Asia/Muscat","OMDB","2026-02-17 04:35:42.000 Asia/Muscat","","KNE214  ","0.9","3.300000","","2026-02-17 04:00:00.000 Asia/Muscat"
"80159a","2026-02-17 03:42:16.000 Asia/Muscat","OMDB","2026-02-17 06:45:53.000 Asia/Muscat","","IGO40C  ","3.1","3.400000","","2026-02-17 04:00:00.000 Asia/Muscat"
"8963d5","2026-02-17 03:43:29.000 Asia/Muscat","OMDB","2026-02-17 09:58:03.000 Asia/Muscat","EDDF","UAE8X   ","6.2","3.400000","0.300000","2026-02-17 04:00:00.000 Asia/Muscat"
"484416","2026-02-17 03:44:04.000 Asia/Muscat","EHAM","2026-02-17 10:15:18.000 Asia/Muscat","OMDB","KLM429  ","6.5","1.900000","2.700000","2026-02-17 04:00:00.000 Asia/Muscat"
"896121","2026-02-17 03:44:43.000 Asia/Muscat","OMDB","2026-02-17 04:10:58.000 Asia/Muscat","","UAE612  ","0.4","3.200000","","2026-02-17 04:00:00.000 Asia/Muscat"
"896502","2026-02-17 03:46:21.000 Asia/Muscat","OMSJ","2026-02-17 04:42:46.000 Asia/Muscat","OEDF","ABY160  ","0.9","9.200000","10.100000","2026-02-17 04:00:00.000 Asia/Muscat"
"896180","2026-02-17 03:46:46.000 Asia/Muscat","OMDB","2026-02-17 10:57:12.000 Asia/Muscat","EGLL","UAE7    ","7.2","3.300000","2.000000","2026-02-17 04:00:00.000 Asia/Muscat"
